round,train_loss,train_acc,eval_loss,eval_acc
1,2.30312180519104,0.07867494970560074,2.3024795055389404,0.12280701845884323
2,2.3029139041900635,0.087649405002594,2.3025155067443848,0.07017543911933899
3,2.3028693199157715,0.07918552309274673,2.3027613162994385,0.07017543911933899
4,2.302567958831787,0.10683760792016983,2.3028457164764404,0.07017543911933899
5,2.3025429248809814,0.09898989647626877,2.3028104305267334,0.07017543911933899
